Id,Bound
1230,0
1231,0
1232,0
1233,1
1234,0
1235,1
1236,1
1237,0
1238,0
1239,1
1240,1
1241,0
1242,1
1243,0
1244,1
1245,1
1246,1
1247,0
1248,0
1249,0
1250,1
1251,0
1252,1
1253,0
1254,0
1255,1
1256,1
1257,1
1258,0
1259,0
1260,1
1261,0
1262,1
1263,1
1264,1
1265,1
1266,0
1267,0
1268,1
1269,0
1270,1
1271,0
1272,1
1273,0
1274,1
1275,0
1276,0
1277,1
1278,0
1279,1
1280,0
1281,1
1282,0
1283,0
1284,1
1285,0
1286,1
1287,0
1288,1
1289,0
1290,1
1291,1
1292,0
1293,0
1294,1
1295,0
1296,1
1297,1
1298,0
1299,1
1300,1
1301,1
1302,1
1303,1
1304,0
1305,0
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,0
1314,1
1315,1
1316,1
1317,0
1318,1
1319,1
1320,1
1321,1
1322,0
1323,0
1324,1
1325,1
1326,0
1327,0
1328,1
1329,0
1330,0
1331,0
1332,0
1333,1
1334,0
1335,0
1336,1
1337,0
1338,1
1339,0
1340,1
1341,1
1342,0
1343,0
1344,1
1345,0
1346,1
1347,1
1348,0
1349,1
1350,0
1351,1
1352,0
1353,0
1354,1
1355,0
1356,1
1357,1
1358,1
1359,0
1360,0
1361,1
1362,0
1363,0
1364,1
1365,0
1366,0
1367,0
1368,1
1369,0
1370,1
1371,1
1372,1
1373,0
1374,0
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,0
1383,1
1384,0
1385,1
1386,0
1387,0
1388,0
1389,1
1390,0
1391,0
1392,0
1393,1
1394,1
1395,0
1396,1
1397,1
1398,0
1399,1
1400,1
1401,1
1402,1
1403,1
1404,0
1405,1
1406,1
1407,1
1408,0
1409,0
1410,1
1411,1
1412,0
1413,1
1414,1
1415,0
1416,1
1417,1
1418,1
1419,0
1420,1
1421,0
1422,1
1423,1
1424,0
1425,0
1426,0
1427,1
1428,0
1429,1
1430,0
1431,0
1432,0
1433,1
1434,1
1435,0
1436,0
1437,0
1438,1
1439,1
1440,0
1441,0
1442,1
1443,0
1444,0
1445,0
1446,0
1447,1
1448,0
1449,0
1450,1
1451,0
1452,1
1453,0
1454,0
1455,0
1456,1
1457,1
1458,1
1459,1
1460,1
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,1
1469,0
1470,1
1471,0
1472,1
1473,1
1474,1
1475,1
1476,1
1477,0
1478,1
1479,0
1480,0
1481,0
1482,0
1483,0
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,0
1492,0
1493,0
1494,1
1495,0
1496,1
1497,0
1498,0
1499,1
1500,1
1501,0
1502,1
1503,0
1504,0
1505,0
1506,0
1507,1
1508,1
1509,1
1510,1
1511,0
1512,0
1513,0
1514,1
1515,1
1516,0
1517,0
1518,0
1519,1
1520,1
1521,0
1522,1
1523,0
1524,1
1525,0
1526,0
1527,1
1528,0
1529,0
1530,0
1531,1
1532,1
1533,1
1534,0
1535,1
1536,0
1537,1
1538,0
1539,0
1540,0
1541,0
1542,1
1543,1
1544,0
1545,1
1546,0
1547,0
1548,1
1549,1
1550,1
1551,1
1552,0
1553,0
1554,1
1555,0
1556,0
1557,0
1558,1
1559,0
1560,0
1561,1
1562,0
1563,0
1564,1
1565,0
1566,1
1567,1
1568,1
1569,0
1570,0
1571,0
1572,1
1573,1
1574,0
1575,1
1576,1
1577,1
1578,0
1579,1
1580,1
1581,0
1582,0
1583,1
1584,0
1585,0
1586,1
1587,1
1588,0
1589,0
1590,0
1591,0
1592,0
1593,1
1594,0
1595,0
1596,1
1597,0
1598,0
1599,1
1600,1
1601,1
1602,1
1603,0
1604,1
1605,1
1606,0
1607,1
1608,0
1609,0
1610,1
1611,1
1612,0
1613,1
1614,0
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,0
1622,1
1623,1
1624,0
1625,1
1626,1
1627,1
1628,0
1629,1
1630,1
1631,1
1632,0
1633,1
1634,1
1635,0
1636,1
1637,1
1638,1
1639,0
1640,0
1641,0
1642,1
1643,0
1644,0
1645,0
1646,0
1647,0
1648,1
1649,1
1650,1
1651,1
1652,1
1653,0
1654,1
1655,1
1656,1
1657,0
1658,0
1659,1
1660,1
1661,1
1662,1
1663,0
1664,1
1665,0
1666,1
1667,1
1668,0
1669,0
1670,1
1671,1
1672,1
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,1
1680,1
1681,0
1682,1
1683,1
1684,0
1685,0
1686,0
1687,1
1688,0
1689,0
1690,0
1691,1
1692,1
1693,1
1694,1
1695,1
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,1
1706,0
1707,0
1708,0
1709,0
1710,1
1711,1
1712,1
1713,1
1714,0
1715,1
1716,1
1717,1
1718,0
1719,1
1720,0
1721,0
1722,1
1723,0
1724,0
1725,1
1726,1
1727,0
1728,0
1729,1
1730,1
1731,1
1732,1
1733,0
1734,0
1735,1
1736,1
1737,1
1738,0
1739,0
1740,0
1741,0
1742,0
1743,1
1744,1
1745,0
1746,1
1747,1
1748,0
1749,0
1750,0
1751,0
1752,0
1753,1
1754,0
1755,1
1756,1
1757,1
1758,0
1759,1
1760,0
1761,0
1762,1
1763,1
1764,0
1765,1
1766,0
1767,0
1768,1
1769,0
1770,1
1771,1
1772,1
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,1
1780,1
1781,0
1782,0
1783,1
1784,0
1785,0
1786,0
1787,1
1788,0
1789,1
1790,1
1791,1
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,1
1800,0
1801,0
1802,1
1803,1
1804,0
1805,1
1806,0
1807,0
1808,1
1809,0
1810,1
1811,1
1812,1
1813,1
1814,0
1815,1
1816,1
1817,1
1818,1
1819,0
1820,1
1821,0
1822,0
1823,0
1824,1
1825,1
1826,1
1827,0
1828,0
1829,0
1830,0
1831,0
1832,1
1833,0
1834,1
1835,0
1836,1
1837,1
1838,1
1839,1
1840,0
1841,1
1842,1
1843,0
1844,0
1845,0
1846,1
1847,0
1848,1
1849,1
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,1
1857,0
1858,0
1859,1
1860,1
1861,0
1862,1
1863,0
1864,0
1865,0
1866,0
1867,1
1868,1
1869,0
1870,0
1871,0
1872,0
1873,1
1874,0
1875,0
1876,1
1877,0
1878,1
1879,1
1880,1
1881,0
1882,0
1883,1
1884,0
1885,0
1886,1
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,1
1894,0
1895,1
1896,0
1897,1
1898,0
1899,1
1900,0
1901,0
1902,0
1903,0
1904,1
1905,0
1906,1
1907,1
1908,1
1909,1
1910,1
1911,1
1912,0
1913,1
1914,1
1915,1
1916,1
1917,0
1918,0
1919,1
1920,0
1921,0
1922,1
1923,1
1924,0
1925,1
1926,1
1927,0
1928,1
1929,0
1930,1
1931,0
1932,1
1933,1
1934,0
1935,0
1936,1
1937,1
1938,0
1939,1
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,1
1948,0
1949,1
1950,1
1951,0
1952,1
1953,1
1954,1
1955,1
1956,1
1957,0
1958,0
1959,0
1960,1
1961,1
1962,0
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,0
1971,0
1972,0
1973,1
1974,0
1975,1
1976,0
1977,0
1978,0
1979,0
1980,0
1981,1
1982,1
1983,1
1984,0
1985,1
1986,0
1987,1
1988,1
1989,1
1990,0
1991,1
1992,0
1993,1
1994,0
1995,1
1996,0
1997,1
1998,1
1999,1
